timestamp,pair,size,dex_price,cex_bid,cex_ask,gap_bps,direction,estimated_costs_bps,estimated_net_pnl_bps,inventory_ok,executable,dex_price_is_fallback
2026-04-19T09:52:05.047422+00:00,ETH/USDT,1.0,2308.325,2308.32,2308.33,0,,61.66072801706865367745009910,-61.66072801706865367745009910,False,False,False
2026-04-19T09:52:34.808821+00:00,ETH/USDT,1.0,2309.17,2309.16,2309.21,0,,61.65266100377405881295781845,-61.65266100377405881295781845,False,False,False
2026-04-19T09:54:18.541506+00:00,DOGE/USDT,1.0,0.093765,0.09376,0.09377,0,,533288.0136511491494694182264,-533288.0136511491494694182264,False,False,False
2026-04-19T09:55:12.866435+00:00,SOL/USDT,1.0,84.705,84.7,84.71,0,,630.2839265686795348562658639,-630.2839265686795348562658639,False,False,False
2026-04-19T09:56:32.893771+00:00,AVAX/USDT,1.0,9.175,9.17,9.18,0,,5489.591280653950953678474114,-5489.591280653950953678474114,False,False,False
2026-04-19T09:58:58.348164+00:00,ETH/USDT,1.0,2310.175,2310.17,2310.18,0,,61.64338199487051846721568712,-61.64338199487051846721568712,False,False,False
2026-04-19T10:07:56.728429+00:00,ETH/USDT,1.0,2308.005,2308.0,2308.01,0,,61.66373123108485466885903627,-61.66373123108485466885903627,False,False,False
